FID,Category,Name,District,Province,Latitude,Longitude
15281,BASIC HEALTH UNIT,BHU BAGLIN,KOTLI,AZAD KASHMIR,33.550147821800003,74.056057842900003
15282,HOMEOPATHIC,HOMEO MEDICAL COMPLEX,KOTLI,AZAD KASHMIR,33.457806324200000,73.935589192799995
15283,MCH CENTRE,MCH CENTRE DAMAS,KOTLI,AZAD KASHMIR,33.350971382700003,73.960344520999996
15284,BASIC HEALTH UNIT,BHU DAMAS,KOTLI,AZAD KASHMIR,33.350735632899998,73.960792999099993
15285,DISPENSARY,FAP MAHAL PITHA NAR,KOTLI,AZAD KASHMIR,33.345329954400000,74.120668025699999
15286,GENERAL HOSPITALS,SHIFA HOSPITAL,KOTLI,AZAD KASHMIR,33.362417525900000,74.024273872999999
15287,GENERAL HOSPITALS,RAMZAN MEMORIAL HOSPITAL,KOTLI,AZAD KASHMIR,33.362796650000000,74.025649246900002
15288,GENERAL HOSPITALS,YOUNAS MEDICAL CENTER,KOTLI,AZAD KASHMIR,33.366064164599997,74.018113498000005
15289,TEHSIL HEADQUARTER HOSPITAL,THQ HOSPITAL FATEHPUR THAKIALA,KOTLI,AZAD KASHMIR,33.302247999999999,73.955911999999998
15290,GENERAL HOSPITALS,NAQUASHBANDI MEDICAL CENTER,KOTLI,AZAD KASHMIR,33.301879603099998,73.956842084800002
15291,GENERAL HOSPITALS,ISHAQ HOSPITAL,KOTLI,AZAD KASHMIR,33.352664467200000,74.026895116399999
15292,BASIC HEALTH UNIT,BHU HILI KHAN,KOTLI,AZAD KASHMIR,33.517141227400003,73.891783733599993
15293,BASIC HEALTH UNIT,BHU GULPUR,KOTLI,AZAD KASHMIR,33.434464397900001,73.855800445100002
15294,BASIC HEALTH UNIT,BHU RANJDHANI,KOTLI,AZAD KASHMIR,33.372272516999999,73.788217792699996
15295,BASIC HEALTH UNIT,BHU KALJANI,KOTLI,AZAD KASHMIR,33.366833999999997,73.886210000000005
15296,BASIC HEALTH UNIT,BHU GOI,KOTLI,AZAD KASHMIR,33.557918772100003,74.009854153999996
15297,BASIC HEALTH UNIT,BHU JOONA,KOTLI,AZAD KASHMIR,33.382081195799998,73.940255074899994
15298,BASIC HEALTH UNIT,BHU CHOWK SAIBAN,KOTLI,AZAD KASHMIR,33.310516999999997,73.849655999999996
15299,BASIC HEALTH UNIT,BHU KHANKA KATEHRA,KOTLI,AZAD KASHMIR,33.300992999999998,73.996009000000001
15300,BASIC HEALTH UNIT,BHU KALADAB,KOTLI,AZAD KASHMIR,33.240187400000003,73.910301441200005
15301,DISPENSARY,DISPENSARY DULIA JATTAN,KOTLI,AZAD KASHMIR,33.334134092200003,73.812285325500000
15302,RURAL HEALTH CENTER,RHC NAR,KOTLI,AZAD KASHMIR,33.392261988000001,73.829963765700001
15303,DISPENSARY,DISPENSARY PARAHI,KOTLI,AZAD KASHMIR,33.313215309400000,73.831412669499997
15304,DISPENSARY,FIRST AID POST MATIAL,KOTLI,AZAD KASHMIR,33.349676337500000,73.870362591900005
15305,BASIC HEALTH UNIT,BHU BARALI,KOTLI,AZAD KASHMIR,33.460113237000002,73.878635254100004
15306,DISPENSARY,FIRST AID POST BAGGAH,KOTLI,AZAD KASHMIR,33.582061871400001,73.909242142099998
15307,BASIC HEALTH UNIT,BHU PHAGWARI,KOTLI,AZAD KASHMIR,33.556759703600001,73.931104070900005
15308,BASIC HEALTH UNIT,BHU CHAROHI,KOTLI,AZAD KASHMIR,33.300486292199999,73.935932875500001
15309,DISPENSARY,FIRST AID POST TATA PANI,KOTLI,AZAD KASHMIR,33.605086901500002,73.948032764800004
15310,BASIC HEALTH UNIT,BHU CHOWKI MOONG,KOTLI,AZAD KASHMIR,33.464657478600003,73.954648161199998
15311,BASIC HEALTH UNIT,BHU DANNA,KOTLI,AZAD KASHMIR,33.436900066500002,73.962669312900005
15312,DISPENSARY,FIRST AID POST GUNNI,KOTLI,AZAD KASHMIR,33.552468146999999,73.962413770200001
15313,DISPENSARY,FIRST AID POST NARA KOT,KOTLI,AZAD KASHMIR,33.293789888799999,73.965118299400004
15314,BASIC HEALTH UNIT,BHU DANDLI,KOTLI,AZAD KASHMIR,33.531590579200000,73.968977861200003
15315,DISPENSARY,FIRST AID POST BARMOCH,KOTLI,AZAD KASHMIR,33.435574717000001,74.059007896799997
15316,DISPENSARY,DISPNESARY DHANWAN,KOTLI,AZAD KASHMIR,33.557674315600003,73.979324105200007
15317,DISPENSARY,FIRST AID POST BATTAL BRAHI,KOTLI,AZAD KASHMIR,33.388442046900003,74.016873674500005
15318,DISPENSARY,FIRST AID POST BANDLI DURBAR,KOTLI,AZAD KASHMIR,33.330383011700000,74.020576238900006
15319,DISPENSARY,DISPENSARY KARJAI,KOTLI,AZAD KASHMIR,33.401494615300003,74.058005668700005
15320,DISPENSARY,DISPENSARY DABSI,KOTLI,AZAD KASHMIR,33.565439973200000,74.074748901199996
15321,DISPENSARY,DISPENSARY GINAIN,KOTLI,AZAD KASHMIR,33.383730811299998,74.087041133400007
15322,DISPENSARY,DISPENSARY KHOR,KOTLI,AZAD KASHMIR,33.376118623300002,74.090051269699998
15323,DISPENSARY,FAP NIRGAL,KOTLI,AZAD KASHMIR,33.453552313199999,74.150607262999998
15324,DISPENSARY,FAP MARA BOHIL,KOTLI,AZAD KASHMIR,33.508172949100000,74.111154890899996
15325,GENERAL PHYSICIAN,MOHAMMADIA HEALTH CLINIC,KOTLI,AZAD KASHMIR,33.525631458100001,74.074917192399994
15326,GENERAL PHYSICIAN,BABY CARE & FAMILY CLINIC,KOTLI,AZAD KASHMIR,33.487640722999998,74.104134109300006
15327,GENERAL PHYSICIAN,NOSHAHI QADRI CLINIC & PINSAAR STORE,KOTLI,AZAD KASHMIR,33.487582146100003,74.104979948299999
15328,VETERINARY,VETERINARY CLINIC MATHRANI,KOTLI,AZAD KASHMIR,33.437542764000000,74.127040542000003
15329,GENERAL PHYSICIAN,TAIMOOR CLINIC,KOTLI,AZAD KASHMIR,33.492941595200001,74.147823037699993
15330,DISPENSARY,FAP BARMOOCH,KOTLI,AZAD KASHMIR,33.467663999999999,74.091476999999998
15331,DISPENSARY,FAP NEVEL,KOTLI,AZAD KASHMIR,33.463562721599999,74.106244975799996
15332,DISPENSARY,FAP MAHAL BALA,KOTLI,AZAD KASHMIR,33.440983407600001,74.115064744099996
15333,BASIC HEALTH UNIT,BHU MANDHARTER,KOTLI,AZAD KASHMIR,33.438924522400001,74.118844084499997
15334,MCH CENTRE,MCH CENTRE MANDHARTER,KOTLI,AZAD KASHMIR,33.446350508599998,74.120097273300004
15335,TEHSIL HEADQUARTER HOSPITAL,THQ HOSPITAL FATEHPUR THAKIALA,KOTLI,AZAD KASHMIR,33.486139491099998,74.100820084500000
15336,MCH CENTRE,MCH CENTRE FATEHPUR THAKIALA,KOTLI,AZAD KASHMIR,33.486135792600003,74.101264019799999
15337,GENERAL HOSPITALS,AL-FEROZ MEDICAL COMPLEX,KOTLI,AZAD KASHMIR,33.488212251100002,74.103630769199995
15338,GENERAL HOSPITALS,COMBINE MEDICAL CENTRE,KOTLI,AZAD KASHMIR,33.458217650700000,74.131637051599995
15339,FAMILY WELFARE CENTER,FWC,KOTLI,AZAD KASHMIR,33.458182929499998,74.132011107899999
15340,DISPENSARY,FAP THALA MATHRANI,KOTLI,AZAD KASHMIR,33.438066999199997,74.132664268100001
15341,DISPENSARY,FAP SULOON,KOTLI,AZAD KASHMIR,33.515136799899999,74.048011030599994
15342,DISPENSARY,FAP MAJAN,KOTLI,AZAD KASHMIR,33.458449160000001,74.131921752500006
15343,BASIC HEALTH UNIT,BHU JANDROT,KOTLI,AZAD KASHMIR,33.521410395600000,74.070325691899995
15344,FAMILY WELFARE CENTER,FWC,KOTLI,AZAD KASHMIR,33.473074031600000,74.147952087099995
15345,DISPENSARY,FAP DATOOT,KOTLI,AZAD KASHMIR,33.484536633399998,74.148209767699996
15346,FAMILY WELFARE CENTER,FWC,KOTLI,AZAD KASHMIR,33.514016759800001,74.136037576500001
15347,BASIC HEALTH UNIT,BHU DHAROOTI,KOTLI,AZAD KASHMIR,33.512828161900003,74.137982216799998
15348,DISPENSARY,FAP OOLI,KOTLI,AZAD KASHMIR,33.496005609599997,74.157325083100005
15349,DAWAKHANA,GOHAR DAWAKHANA,KOTLI,AZAD KASHMIR,33.525703792599998,74.074951601799995
15350,BASIC HEALTH UNIT,BHU TARKUNDI,KOTLI,AZAD KASHMIR,33.468085155099999,74.172758393699993
15351,DISPENSARY,FAP MOHRA GHIMB,KOTLI,AZAD KASHMIR,33.504985088600002,74.153133671000006
15352,BASIC HEALTH UNIT,BHU DABSI,KOTLI,AZAD KASHMIR,33.544934351599998,74.111087038500003
15353,DISPENSARY,FIRST AID POST OLI NAKAL,KOTLI,AZAD KASHMIR,33.482829277199997,74.074645947700006
15354,DISPENSARY,DISPENSARY PLANI,KOTLI,AZAD KASHMIR,33.528454514800003,74.042865966199997
15355,BASIC HEALTH UNIT,BHU MEERA,KOTLI,AZAD KASHMIR,33.507185765499997,74.079211206599993
15356,BASIC HEALTH UNIT,BHU KARELA,KOTLI,AZAD KASHMIR,33.455489446800001,74.113750778699995
15357,DAWAKHANA,GHOUSIA DAWAKHANA,KOTLI,AZAD KASHMIR,33.489139695799999,74.101362202199994
15358,GENERAL PHYSICIAN,SEHARMANDI HEALTH CLINIC,KOTLI,AZAD KASHMIR,33.451912459200003,73.816004422299997
15359,VETERINARY,VETERINARY CLINIC SEHNSA,KOTLI,AZAD KASHMIR,33.451579171799999,73.814683868499998
15360,VETERINARY,VETERINARY CLINIC SARSAWA,KOTLI,AZAD KASHMIR,33.563420386700002,73.852638956999996
15361,GENERAL PHYSICIAN,AL-MUSTAFA CLINIC & MEDICAL CENTRE,KOTLI,AZAD KASHMIR,33.513410000000000,73.754553999999999
15362,GENERAL PHYSICIAN,TANVEER CLINIC,KOTLI,AZAD KASHMIR,33.620958023800000,73.620905114300001
15363,GENERAL HOSPITALS,AL-RAZZAK MEMORIAL HOSPITAL,KOTLI,AZAD KASHMIR,33.451461999999999,73.816436999999993
15364,TEHSIL HEADQUARTER HOSPITAL,THQ HOSPITAL NAKEYAL,KOTLI,AZAD KASHMIR,33.542639948199998,73.845776881899994
15365,GENERAL HOSPITALS,SHAFI HOSPITAL,KOTLI,AZAD KASHMIR,33.563528075999997,73.850571450600000
15366,GENERAL HOSPITALS,AZAM MEMORIAL HOSPITAL,KOTLI,AZAD KASHMIR,33.565588222999999,73.843047974800001
15367,GENERAL HOSPITALS,NAZIR MEMORIAL HOSPITAL,KOTLI,AZAD KASHMIR,33.487204549499999,73.758147731299999
15368,GENERAL HOSPITALS,HIDMAT E HALQ TRUST FREE HOSPITAL,KOTLI,AZAD KASHMIR,33.514781320399997,73.754763352599994
15369,GENERAL HOSPITALS,MA KHAN HOSPITAL,KOTLI,AZAD KASHMIR,33.512709650399998,73.756076056799998
15370,GENERAL HOSPITALS,ZAINAB HOSPITAL,KOTLI,AZAD KASHMIR,33.574767208700003,73.819480947599999
15371,GENERAL HOSPITALS,AL-KARIM FAMILY HOSPITAL,KOTLI,AZAD KASHMIR,33.511742246899999,73.753981795499996
15372,GENERAL HOSPITALS,WAQF-UL-BIRR TRUST HOSPITAL,KOTLI,AZAD KASHMIR,33.514912223000003,73.754391566899997
15373,GENERAL HOSPITALS,HABIB HOSPITAL,KOTLI,AZAD KASHMIR,33.508853080300000,73.750745892799998
15374,GENERAL HOSPITALS,JAN MEMORIAL HOSPITAL,KOTLI,AZAD KASHMIR,33.596378639900003,73.801140073799999
15375,GENERAL HOSPITALS,TAYYAB HOSPITAL,KOTLI,AZAD KASHMIR,33.596668800300002,73.776012730399998
15376,GENERAL HOSPITALS,AYESHA HOSPITAL,KOTLI,AZAD KASHMIR,33.544677286099997,73.688730127499994
15377,TEHSIL HEADQUARTER HOSPITAL,THQ HOSPITAL SEHNSA,KOTLI,AZAD KASHMIR,33.515537999999999,73.750349000000000
15378,BASIC HEALTH UNIT,BHU TARALA,KOTLI,AZAD KASHMIR,33.580589165299997,73.646963197299996
15379,BASIC HEALTH UNIT,BHU ATKORA,KOTLI,AZAD KASHMIR,33.618834831000001,73.641911063699993
15380,BASIC HEALTH UNIT,BHU PATYAL SAYDEN,KOTLI,AZAD KASHMIR,33.544017098600001,73.690273843900002
15381,BASIC HEALTH UNIT,BHU SEHNSA,KOTLI,AZAD KASHMIR,33.470164640699998,73.748560917199995
15382,BASIC HEALTH UNIT,BHU CHOCH,KOTLI,AZAD KASHMIR,33.445958373899998,73.737843198500002
15383,DISPENSARY,FIRST AID POST NAWAN,KOTLI,AZAD KASHMIR,33.541316160599997,73.651847286299997
15384,BASIC HEALTH UNIT,BHU KERLI,KOTLI,AZAD KASHMIR,33.470170488000001,73.679844971400001
15385,DISPENSARY,FIRST AID POST PLEER,KOTLI,AZAD KASHMIR,33.514165179899997,73.690839266799998
15386,DISPENSARY,DISPENSARY BARIGORAH,KOTLI,AZAD KASHMIR,33.478825677400003,73.692693649500001
15387,DISPENSARY,FIRST AID POST DANNA PANTHEL,KOTLI,AZAD KASHMIR,33.594320268300002,73.716998291899998
15388,DISPENSARY,FIRST AID POST ANTI,KOTLI,AZAD KASHMIR,33.570344889499999,73.714460680100004
15389,DISPENSARY,FIRST AID POST GAGNARRA,KOTLI,AZAD KASHMIR,33.567245762500001,73.752534072800003
15390,DISPENSARY,FIRST AID POST ODEH SHARIF,KOTLI,AZAD KASHMIR,33.592723218099998,73.766981081500006
15391,DISPENSARY,FIRST AID POST NAR MANDO,KOTLI,AZAD KASHMIR,33.450183398900002,73.775691470599995
15392,DISPENSARY,DISPENSARY SIAH,KOTLI,AZAD KASHMIR,33.561381957000002,73.793517427500007
15393,DISPENSARY,DISPENSARY PANJERA,KOTLI,AZAD KASHMIR,33.574582015099999,73.823707624400001
15394,DISPENSARY,FIRST AID POST KOTLA,KOTLI,AZAD KASHMIR,33.576377783200002,73.833160219299998
15395,BASIC HEALTH UNIT,BHU WEHI,KOTLI,AZAD KASHMIR,33.544254244000001,73.836658181000004
15396,RURAL HEALTH CENTER,RHC SARSAWA,KOTLI,AZAD KASHMIR,33.567550655100000,73.842765699699996
15397,GENERAL HOSPITALS,NASEEM MEMORIAL HOSPITAL,MIRPUR,AZAD KASHMIR,33.346752129999999,73.664838308900002
15398,GENERAL HOSPITALS,AL MADINA HOSPITAL,MIRPUR,AZAD KASHMIR,33.341577999999998,73.698997000000006
15399,GENERAL HOSPITALS,RIFAH GENERAL HOSPITAL,MIRPUR,AZAD KASHMIR,33.344646731300003,73.678664349900004
15400,CHILDREN HOSPITAL,CHILDREN HOSPITAL DADYAL,MIRPUR,AZAD KASHMIR,33.345203460500002,73.684965008600003
15401,GENERAL HOSPITALS,GHULAM INTERNATIONAL HOSPITAL,MIRPUR,AZAD KASHMIR,33.344080968199997,73.669603855099993
15402,GENERAL HOSPITALS,BATTLI HOSPITAL,MIRPUR,AZAD KASHMIR,33.290937633100000,73.644590527600002
15403,DISPENSARY,CIVIL DISPENSARY CHATTROH,MIRPUR,AZAD KASHMIR,33.281035000000003,73.637237999999996
15404,GENERAL HOSPITALS,AL MADINA HOSPITAL,MIRPUR,AZAD KASHMIR,33.340657000000000,73.698215000000005
15405,GENERAL HOSPITALS,DADYAL CENTRAL HOSPITAL,MIRPUR,AZAD KASHMIR,33.342349399900002,73.702137135699999
15406,GENERAL HOSPITALS,GHULAM INTERNATIONAL HOSPITAL,MIRPUR,AZAD KASHMIR,33.343865999999998,73.690184000000002
15407,GENERAL HOSPITALS,DR. AKHTAR HOSPITAL,MIRPUR,AZAD KASHMIR,33.343950999999997,73.691063999999997
15408,GENERAL HOSPITALS,CITY HOSPITAL,MIRPUR,AZAD KASHMIR,33.344519524500001,73.689316947300000
15409,GENERAL HOSPITALS,ILAHI HOSPITAL,MIRPUR,AZAD KASHMIR,33.345043838400002,73.687223426200006
15410,GENERAL HOSPITALS,GULAB INTERNATIONAL HOSPITAL,MIRPUR,AZAD KASHMIR,33.344583999999998,73.668265000000005
15411,GENERAL HOSPITALS,SHAFFIA HOSPITAL,MIRPUR,AZAD KASHMIR,33.347441095199997,73.671192250999994
15412,TEHSIL HEADQUARTER HOSPITAL,THQ HOSPITAL DADYAL,MIRPUR,AZAD KASHMIR,33.347389999999997,73.665249000000003
15413,GENERAL PHYSICIAN,NAVEED CLINIC,MIRPUR,AZAD KASHMIR,33.344931141600000,73.688528221100000
15414,VETERINARY,AL-SHIFA VETERINARY CLINIC,MIRPUR,AZAD KASHMIR,33.342170394500002,73.696030693300003
15415,HOMEOPATHIC,ZAMAN HERBAL & HOMEOPATHIC CLINIC,MIRPUR,AZAD KASHMIR,33.344222000000002,73.668325999999993
15416,DAWAKHANA,SARHAD DAWAKHANA,MIRPUR,AZAD KASHMIR,33.344867090599998,73.685079674199997
15417,HOMEOPATHIC,HOMEOPATHIC & UNANI MEDICAL CENTRE,MIRPUR,AZAD KASHMIR,33.344950271199998,73.688463315899995
15418,DAWAKHANA,KHAZIRIA QADRIA DAWAKHANA,MIRPUR,AZAD KASHMIR,33.344280397500000,73.668142359699999
15419,DAWAKHANA,BABA GURU NANAK JEE UNANI DAWAKHANA,MIRPUR,AZAD KASHMIR,33.344377843600000,73.668144368699998
15420,DAWAKHANA,BISMILLAH SHAFAKHANA,MIRPUR,AZAD KASHMIR,33.343169720299997,73.667904671700001
15421,BASIC HEALTH UNIT,BHU RATTA,MIRPUR,AZAD KASHMIR,33.368582701199998,73.659433669699993
15422,BASIC HEALTH UNIT,BHU BERARI,MIRPUR,AZAD KASHMIR,33.390106341600003,73.725761438600003
15423,BASIC HEALTH UNIT,BHU KATHAR,MIRPUR,AZAD KASHMIR,33.404179171800003,73.640947532400006
15424,DAWAKHANA,NAQSHBANDIA REHMANIA DAWAKHANA,MIRPUR,AZAD KASHMIR,33.380494484099998,73.624560118800005
15425,DISPENSARY,FIRST AID POST KANDOOR,MIRPUR,AZAD KASHMIR,33.329814819799999,73.627399379099998
15426,BASIC HEALTH UNIT,BHU SORAKHI,MIRPUR,AZAD KASHMIR,33.381554798400003,73.628360565600005
15427,DISPENSARY,DISPENSARY BATHAR,MIRPUR,AZAD KASHMIR,33.242142502599997,73.651637682399993
15428,RURAL HEALTH CENTER,RHC DADYAL,MIRPUR,AZAD KASHMIR,33.340826999999997,73.701053000000002
15429,RURAL HEALTH CENTER,RHC KHADAM ABAD,MIRPUR,AZAD KASHMIR,33.303346835200003,73.647033906499999
15430,DISPENSARY,FIRST AID POST MOHRA MALKAN,MIRPUR,AZAD KASHMIR,33.322030010299997,73.654717750499998
15431,BASIC HEALTH UNIT,BHU BINDI,MIRPUR,AZAD KASHMIR,33.361030528299999,73.655258270900006
15432,BASIC HEALTH UNIT,BHU SIAKH,MIRPUR,AZAD KASHMIR,33.259244903700001,73.672911411599998
15433,DISPENSARY,FIRST AID POST GHANAIR,MIRPUR,AZAD KASHMIR,33.436297978799999,73.684812463800000
15434,BASIC HEALTH UNIT,BHU RAIPUR,MIRPUR,AZAD KASHMIR,33.318539727400001,73.689650421899998
15435,BASIC HEALTH UNIT,BHU JATLAN,MIRPUR,AZAD KASHMIR,33.032990930799997,73.840388574800002
15436,BASIC HEALTH UNIT,BHU BAN KHURMA,MIRPUR,AZAD KASHMIR,33.132035166000001,73.747824262999998
15437,GENERAL HOSPITALS,RIASAT HOSPITAL,MIRPUR,AZAD KASHMIR,33.148413409299998,73.734913845600005
15438,CHILDREN HOSPITAL,CHILDREN HOSPITAL SECTOR F-1,MIRPUR,AZAD KASHMIR,33.143749999999997,73.750470000000007
15439,GENERAL HOSPITALS,ZUBAIR HOSPITAL,MIRPUR,AZAD KASHMIR,33.141940597800001,73.751352784000005
15440,GENERAL HOSPITALS,RIAZ HOSPITAL,MIRPUR,AZAD KASHMIR,33.149676999999997,73.740065999999999
15441,GENERAL HOSPITALS,GOVT. HOSPITAL ESER,MIRPUR,AZAD KASHMIR,33.281205999999997,73.783178000000007
15442,GENERAL HOSPITALS,JINNAH HOSPITAL,MIRPUR,AZAD KASHMIR,33.149396000000003,73.749315999999993
15443,GENERAL HOSPITALS,ASGHAR HOSPITAL,MIRPUR,AZAD KASHMIR,33.149574747800003,73.743259403600007
15444,GENERAL HOSPITALS,NOOR MEMORIAL HOSPITAL,MIRPUR,AZAD KASHMIR,33.143242000000001,73.748741999999993
15445,DISTRICT HEADQUARTER HOSPITAL,DHQ MIRPUR,MIRPUR,AZAD KASHMIR,33.148978000000000,73.741867999999997
15446,GENERAL HOSPITALS,MIRZA ABDUL QAYYUM MEMORIAL HOSPITAL,MIRPUR,AZAD KASHMIR,33.147285619599998,73.756772240299995
15447,GENERAL HOSPITALS,SIDDIQUE HOSPITAL,MIRPUR,AZAD KASHMIR,33.154020877400001,73.731704923400002
15448,GENERAL HOSPITALS,CITY HOSPITAL,MIRPUR,AZAD KASHMIR,33.144145000000002,73.750207000000003
15449,GENERAL HOSPITALS,RIAZ HOSPITAL,MIRPUR,AZAD KASHMIR,33.144101387900001,73.750532389200004
15450,GENERAL HOSPITALS,GOVT. HOSPITAL ISLAMGARH,MIRPUR,AZAD KASHMIR,33.183442999999997,73.834526999999994
15451,GENERAL HOSPITALS,TRUST HOSPITAL,MIRPUR,AZAD KASHMIR,33.182685471699997,73.834658667699998
15452,GENERAL HOSPITALS,MOHAMMADI FOUNDATION HOSPITAL,MIRPUR,AZAD KASHMIR,33.148641953499997,73.735688610400004
15453,GENERAL HOSPITALS,AZMAT MEMORIALL HOSPITAL,MIRPUR,AZAD KASHMIR,33.142371157500001,73.752137790700004
15454,GENERAL HOSPITALS,CITY HOSPITAL,MIRPUR,AZAD KASHMIR,33.142575914500000,73.744855325299994
15455,MATERNITY HOME,JINNAH HOSPITAL & MATERNITY HOME,MIRPUR,AZAD KASHMIR,33.149413194300003,73.748873041500005
15456,OPTICS,SADIQ EYE HOSPITAL,MIRPUR,AZAD KASHMIR,33.149582822500001,73.743470287799994
15457,HOMEOPATHIC,KASHMIR HOMEOPATHIC HOSPITAL,MIRPUR,AZAD KASHMIR,33.147666377599997,73.759760044000004
15458,GENERAL HOSPITALS,ROBINA MUBASHIR HOSPITAL,MIRPUR,AZAD KASHMIR,33.148779701400002,73.727376290899997
15459,OPTICS,AKRAM EYE HOSPITAL,MIRPUR,AZAD KASHMIR,33.142285000000001,73.752431999999999
15460,DISPENSARY,CHITTERPARI DISPENSARY,MIRPUR,AZAD KASHMIR,33.127688569400000,73.692514706099999
15461,GENERAL HOSPITALS,WAPDA HOSPITAL,MIRPUR,AZAD KASHMIR,33.113345000000002,73.642002000000005
15462,GENERAL HOSPITALS,NASIR HOSPITAL,MIRPUR,AZAD KASHMIR,33.139706119499998,73.767320382600005
15463,HOMEOPATHIC,AL-REHMAN HOMEOPATHIC CLINIC,MIRPUR,AZAD KASHMIR,33.148682214499999,73.749629000300004
15464,GENERAL PHYSICIAN,BAJJAR MEDICAL CLINIC,MIRPUR,AZAD KASHMIR,33.189261127000002,73.809344887899996
15465,GENERAL PHYSICIAN,LOYAL MEDICAL HALL & CLINIC,MIRPUR,AZAD KASHMIR,33.149082999999997,73.733558000000002
15466,GENERAL PHYSICIAN,EMAN CLINIC,MIRPUR,AZAD KASHMIR,33.149665482499998,73.742012997499998
15467,GENERAL PHYSICIAN,MAJEED ULTRASOUND CLINIC,MIRPUR,AZAD KASHMIR,33.149220000000000,73.740950999999995
15468,GENERAL PHYSICIAN,LADIES & CHILDREN CLINIC,MIRPUR,AZAD KASHMIR,33.149589089499997,73.743323629499997
15469,GENERAL PHYSICIAN,DR. M. BASHARAT'S CLINIC,MIRPUR,AZAD KASHMIR,33.148258983799998,73.750153361800002
15470,DIAGNOSTIC CENTRE,MIRPUR POLY CLINIC DIAGNOSTIC CENTRE,MIRPUR,AZAD KASHMIR,33.149218830599999,73.740912983499996
15471,GENERAL PHYSICIAN,SHAFI CLINIC & SADIQ MEDICAL HALL,MIRPUR,AZAD KASHMIR,33.147306412100001,73.760718325900001
15472,GENERAL PHYSICIAN,MIR CLINIC,MIRPUR,AZAD KASHMIR,33.146624421100000,73.766012006799997
15473,HOMEOPATHIC,TAJ SONS HOMEOPATHIC STORE CLINIC,MIRPUR,AZAD KASHMIR,33.147694000000001,73.748741999999993
15474,GENERAL PHYSICIAN,RAHAT CLINIC,MIRPUR,AZAD KASHMIR,33.141981097900000,73.751262796700004
15475,GENERAL PHYSICIAN,MOTHER & CHILD CARE CLINIC,MIRPUR,AZAD KASHMIR,33.141157999999997,73.758018000000007
15476,HOMEOPATHIC,TAYYABA HOMEO CLINIC,MIRPUR,AZAD KASHMIR,33.147300443699997,73.764142637099994
15477,HOMEOPATHIC,MIRPUR HOMEOPATHIC CLINIC,MIRPUR,AZAD KASHMIR,33.140821000000003,73.764664999999994
15478,HOMEOPATHIC,KHALID HOMEOPATHIC CLINIC,MIRPUR,AZAD KASHMIR,33.141528181600002,73.746510500300005
15479,SPECIALIST,HAIR & SKIN CLINIC,MIRPUR,AZAD KASHMIR,33.140580988899998,73.763466855299995
15480,HOMEOPATHIC,AKBAR HOMEOPATHIC CLINIC,MIRPUR,AZAD KASHMIR,33.140579496800001,73.763530454399998
15481,HOMEOPATHIC,MONA HOMEOPATHIC CLINIC,MIRPUR,AZAD KASHMIR,33.135999269899997,73.747614948199995
15482,GENERAL PHYSICIAN,ALI CLINIC & MEDICAL STORE,MIRPUR,AZAD KASHMIR,33.127037999999999,73.746403999999998
15483,GENERAL PHYSICIAN,KAMRAN CLINIC,MIRPUR,AZAD KASHMIR,33.120890000000003,73.747215999999995
15484,GENERAL PHYSICIAN,SHAKAIB CLINIC,MIRPUR,AZAD KASHMIR,33.123266000000001,73.625146000000001
15485,VETERINARY,JUNAID VETERINARY CLINIC,MIRPUR,AZAD KASHMIR,33.120528759599999,73.747021911600001
15486,GENERAL PHYSICIAN,HANNAN CLINIC & MEDICAL STORE,MIRPUR,AZAD KASHMIR,33.055268613300001,73.788517300600006
15487,BASIC HEALTH UNIT,BHU LEHRI,MIRPUR,AZAD KASHMIR,33.096378871100001,73.704359237099993
15488,OPTICS,EYE HOSPITAL OPF,MIRPUR,AZAD KASHMIR,33.122538006600003,73.683599967099994
15489,GENERAL PHYSICIAN,G & O CLINIC,MIRPUR,AZAD KASHMIR,33.102339316900000,73.654173040399996
15490,DISPENSARY,DISPENSARY MANGLA HALMET,MIRPUR,AZAD KASHMIR,33.106647900100000,73.648125401399994
15491,BASIC HEALTH UNIT,BHU MANGLA HAMLET,MIRPUR,AZAD KASHMIR,33.105364026499998,73.648159298600007
15492,BASIC HEALTH UNIT,BHU BUN KHURMAN,MIRPUR,AZAD KASHMIR,33.120388067500002,73.747842332700003
15493,DISPENSARY,DISPENSARY SECTOR F-2,MIRPUR,AZAD KASHMIR,33.142026389500003,73.746426937600006
15494,DISPENSARY,CIVIL DISPENSARY JATLAN,MIRPUR,AZAD KASHMIR,33.032360342799997,73.840613622299998
15495,DISPENSARY,DISPENSARY KHARAK,MIRPUR,AZAD KASHMIR,33.200385416800003,73.706595293000007
15496,BASIC HEALTH UNIT,BHU DAHARR,MIRPUR,AZAD KASHMIR,33.173406174999997,73.717463753399997
15497,DISPENSARY,DISPENSARY SECTOR B-3,MIRPUR,AZAD KASHMIR,33.148923859600004,73.732158279399997
15498,DISPENSARY,DISPENSARY MODRIN JABOOT,MIRPUR,AZAD KASHMIR,33.086150281000002,73.741964182800004
15499,DISPENSARY,DISPENSARY JAIL MIRPUR,MIRPUR,AZAD KASHMIR,33.112833550700003,73.748861397699997
15500,BASIC HEALTH UNIT,BHU PANYAM,MIRPUR,AZAD KASHMIR,33.251791212100002,73.751482236699999
