FID,Category,Name,District,Province,Latitude,Longitude
23180,DAWAKHANA,NOOR PORI DAWAKHANA,SAHIWAL,PUNJAB,30.664189682699998,73.107187345300005
23181,DAWAKHANA,HABIBIA DAWAKHANA,SAHIWAL,PUNJAB,30.659824249400000,73.109047003100002
23182,HOMEOPATHIC,EAGLE HOMEO PHARMA,SAHIWAL,PUNJAB,30.662782000000000,73.099981999999997
23183,MATERNITY HOME,AL-FAROOQ POLYCLINIC & MATERNITY HOME,SAHIWAL,PUNJAB,30.664514880500001,73.099532722999996
23184,OPTICS,RAFIQUE LASER EYE CENTRE,SAHIWAL,PUNJAB,30.673352883800000,73.106152783300004
23185,DAWAKHANA,DAWAKHANA HAKEEM SULEMAN,SAHIWAL,PUNJAB,30.678380325900001,73.104083552500001
23186,DAWAKHANA,KASHMIR QARSHI DAWAKHANA,SAHIWAL,PUNJAB,30.682581367800001,73.104408579299999
23187,MATERNITY HOME,DOCTOR SURGICAL & MATERNITY CENTRE,SAHIWAL,PUNJAB,30.632698078699999,73.095457438200000
23188,GENERAL PHYSICIAN,FAZAL CLINIC,SAHIWAL,PUNJAB,30.427458849899999,73.040031224600000
23189,DISPENSARY,JAFFAR QURESHI MEMORIAL FREE DISPENSARY,SAHIWAL,PUNJAB,30.596045356699999,73.134345287499997
23190,BASIC HEALTH UNIT,BHU CHAK 112-9L,SAHIWAL,PUNJAB,30.545748145600001,73.120640942600005
23191,BASIC HEALTH UNIT,BHU 71/5-L,SAHIWAL,PUNJAB,30.628331884800001,73.223976327599999
23192,BASIC HEALTH UNIT,BHU BORJAWE BAZAR,SAHIWAL,PUNJAB,30.877181116900001,73.281444995399994
23193,VETERINARY,CIVIL VETERINARY DISPENSARY,SAHIWAL,PUNJAB,30.565166887299998,73.169086018300007
23194,VETERINARY,CIVIL VETERINARY DISPENSARY,SAHIWAL,PUNJAB,30.477352274800001,73.058956244100003
23195,MATERNITY HOME,AYSH ALI MATERNITY HOME,SAHIWAL,PUNJAB,30.665432256599999,73.107686279099994
23196,MATERNITY HOME,ROBINA QASIM MATERNITY HOME,SAHIWAL,PUNJAB,30.652169634600000,73.119347311200002
23197,MATERNITY HOME,SUMERA MATERNITY HOME,SAHIWAL,PUNJAB,30.681482908400000,73.102002346700004
23198,MATERNITY HOME,NASREEN ASLAM MATERNITY HOME,SAHIWAL,PUNJAB,30.670592700899999,73.127967178899993
23199,MATERNITY HOME,SADIA RAFIQUE MEDICARE AND MATERNITY HOME,SAHIWAL,PUNJAB,30.645279356300001,73.095046345900002
23200,MATERNITY HOME,GLORT A SABIR MATERNITY HOME,SAHIWAL,PUNJAB,30.668386220900000,73.072657199099993
23201,MATERNITY HOME,NARGIS MATERNITY HOME,SAHIWAL,PUNJAB,30.681988598400000,73.069859815900003
23202,MATERNITY HOME,ROBINA TAROQ MATERNITY HOME,SAHIWAL,PUNJAB,30.688448282800000,73.066837583700007
23203,MATERNITY HOME,SATF CLINIC AND MATERNITY HOME,SAHIWAL,PUNJAB,30.666022848099999,73.242177452700005
23204,MATERNITY HOME,SALEEM MATERNITY HOME,SAHIWAL,PUNJAB,30.622761907499999,73.224702813799993
23205,MATERNITY HOME,ABDULAH SURGICAL CENTER AND ABIDA MATERNITY HOME,SAHIWAL,PUNJAB,30.714890324700001,73.260948091600000
23206,MATERNITY HOME,GUL MATERNITY HOME,SAHIWAL,PUNJAB,30.596698802500001,72.911121607100000
23207,MATERNITY HOME,AKRAM SURGICAL CENTER AND MATERNITY HOME,SAHIWAL,PUNJAB,30.596267504000000,72.905117695499996
23208,MATERNITY HOME,ATTIQ MATERNITY HOME,SAHIWAL,PUNJAB,30.749269038400001,73.331155264100005
23209,DAWAKHANA,KHYBER DAWAKHANA,SAHIWAL,PUNJAB,30.660234760200002,73.106372938500002
23210,DAWAKHANA,BARQI DAWAKHANA,SAHIWAL,PUNJAB,30.661817199400001,73.108440985100003
23211,DAWAKHANA,AL-FARID DAWAKHANA,SAHIWAL,PUNJAB,30.663128756799999,73.107571779099999
23212,DAWAKHANA,SANYASI DAWAKHANA,SAHIWAL,PUNJAB,30.663094386400001,73.105937387599994
23213,DAWAKHANA,DAWAKHANA HAKEEM SAIF ULLAH KHOKHAR,SAHIWAL,PUNJAB,30.668119130000001,73.106022031199998
23214,GENERAL HOSPITALS,HOSPITAL SARDAR PUR NOON,SARGODHA,PUNJAB,32.360320311700001,72.801452525299993
23215,BASIC HEALTH UNIT,BHU HATHI WIND,SARGODHA,PUNJAB,32.391042129399999,72.903800462899994
23216,BASIC HEALTH UNIT,BHU MIANI,SARGODHA,PUNJAB,32.526368694399999,73.076333882300005
23217,BASIC HEALTH UNIT,BHU CHAK NO 71 SB,SARGODHA,PUNJAB,32.099784731400000,72.884752060500006
23218,BASIC HEALTH UNIT,BHU CHAK NO.12 SB,SARGODHA,PUNJAB,32.182119070399999,72.937180779200006
23219,BASIC HEALTH UNIT,BHU DEOWAL,SARGODHA,PUNJAB,32.254876743499999,72.967890851999996
23220,BASIC HEALTH UNIT,BHU CHABBA PURANA,SARGODHA,PUNJAB,32.338337122299997,72.972991103200002
23221,GENERAL PHYSICIAN,DR ALLAH YAR MEDICAL CENTRE,SARGODHA,PUNJAB,32.186217658099999,73.022237114199996
23222,BASIC HEALTH UNIT,BHU BUCHA KALAN,SARGODHA,PUNJAB,32.187940300100003,73.151336576600002
23223,BASIC HEALTH UNIT,BHU DODHA,SARGODHA,PUNJAB,31.985293253100000,73.018822069999999
23224,BASIC HEALTH UNIT,BHU BHAIKH,SARGODHA,PUNJAB,31.928023023900000,73.111304915999995
23225,BASIC HEALTH UNIT,BHU SYEDNAO,SARGODHA,PUNJAB,31.997714234000000,73.126920030099996
23226,RURAL HEALTH CENTER,RHC MIDH RANJHA,SARGODHA,PUNJAB,32.057918985800001,73.172843669100004
23227,RURAL HEALTH CENTER,RHC FARUKA,SARGODHA,PUNJAB,31.885334386000000,72.418315275900000
23228,DAWAKHANA,KHOKHAR DAWAKHANA,SARGODHA,PUNJAB,31.887474518099999,72.414696997899995
23229,BASIC HEALTH UNIT,BHU LAKHIWAL,SARGODHA,PUNJAB,31.985914093200002,72.309441239600005
23230,BASIC HEALTH UNIT,BHU KOT MUBARY KHAN,SARGODHA,PUNJAB,31.961862360000001,72.411443900899997
23231,BASIC HEALTH UNIT,BHU MACHER KHADI,SARGODHA,PUNJAB,31.879738280200002,72.376108652599996
23232,SUB-HEALTH CENTER,SHC DHARKHANWALA,SARGODHA,PUNJAB,31.836457206999999,72.332340670400001
23233,BASIC HEALTH UNIT,BHU THATTI LONG,SARGODHA,PUNJAB,31.765200898600000,72.336087455500007
23234,SUB-HEALTH CENTER,SHC THATTA MUHAMMAD PANOH,SARGODHA,PUNJAB,31.803654945800002,72.422523129200002
23235,BASIC HEALTH UNIT,BHU THATHA MUHAMMAD PANAH,SARGODHA,PUNJAB,31.800063663200000,72.424289455700006
23236,GENERAL HOSPITALS,WAJAHAT HOSPITAL,SARGODHA,PUNJAB,32.081760000000003,72.687385000000006
23237,GENERAL HOSPITALS,AL-SHAMS HOSPITAL,SARGODHA,PUNJAB,32.080212015299999,72.697538613899994
23238,DENTAL CLINIC,AL-KHIDMAT FREE DENTAL HOSPITAL,SARGODHA,PUNJAB,32.081889122600003,72.685769422700005
23239,MATERNITY HOME,MATERNAL & CHILD HEALTH CENTRE CHAK 33 JANUBI,SARGODHA,PUNJAB,31.949865765999999,72.888749883800003
23240,GENERAL PHYSICIAN,DR MOHAMMAD YOUNAS CLINIC,SARGODHA,PUNJAB,32.086852442700000,72.662422718800002
23241,HOMEOPATHIC,NEW GERMAN HOMEOPATHIC CLINIC,SARGODHA,PUNJAB,32.089833599000002,72.662329494199994
23242,DENTAL CLINIC,DENTAL CARE CENTRE,SARGODHA,PUNJAB,32.087991150599997,72.667147449300003
23243,DENTAL CLINIC,TAYYAB DENTAL CLINIC,SARGODHA,PUNJAB,32.083933196399997,72.663406229499998
23244,CLINICAL LABORATORIES,GULZAR DENTAL LAB,SARGODHA,PUNJAB,32.083630457399998,72.662658761000003
23245,DENTAL CLINIC,MUMTAZ DENTAL CARE,SARGODHA,PUNJAB,32.083962018500003,72.662752059200002
23246,DENTAL CLINIC,SYED JANOOD ULLAH DENTAL CLINIC,SARGODHA,PUNJAB,32.088024587600003,72.666231707700007
23247,DENTAL CLINIC,AL-SHIFA DENTAL CLINIC,SARGODHA,PUNJAB,32.078902548000002,72.657977012600000
23248,DENTAL CLINIC,KHAWAJA DENTAL CLINIC,SARGODHA,PUNJAB,32.086723043799999,72.662941476100002
23249,CLINICAL LABORATORIES,AL-HASNAIN DENTAL CARE & LAB,SARGODHA,PUNJAB,32.087624303500000,72.663293266500006
23250,DENTAL CLINIC,AL-MURTAZA DENTAL CLINIC,SARGODHA,PUNJAB,32.085597343300002,72.661206827800001
23251,DENTAL CLINIC,FARMAN DENTAL CLINIC & X-RAY CENTRE,SARGODHA,PUNJAB,32.087815073000002,72.663179088999996
23252,DAWAKHANA,AL-HANAN DAR-UL-SHIFA,SARGODHA,PUNJAB,32.088143619999997,72.662708209200005
23253,DENTAL CLINIC,ITRAT DENTAL CLINIC,SARGODHA,PUNJAB,32.088189792599998,72.662626349999996
23254,DENTAL CLINIC,PUNJAB DENTAL CARE & DENTAL MATERIAL CENTRE,SARGODHA,PUNJAB,32.090698760199999,72.664060619200001
23255,GENERAL PHYSICIAN,SAJJAD CLINIC,SARGODHA,PUNJAB,32.096026601100000,72.668843492999997
23256,HOMEOPATHIC,HOMEO SKIN CARE CLINIC,SARGODHA,PUNJAB,32.085588776199998,72.689319066600007
23257,GENERAL PHYSICIAN,FOZIA CLINIC,SARGODHA,PUNJAB,32.061616566500000,72.706911648100004
23258,DAWAKHANA,DAWAKHANA PEER JEE,SARGODHA,PUNJAB,32.088054279799998,72.667396966599995
23259,GENERAL PHYSICIAN,HEART CARE CENTRE,SARGODHA,PUNJAB,32.080639392700000,72.677039705699997
23260,GENERAL PHYSICIAN,CHATTHA MEDI CARE,SARGODHA,PUNJAB,32.080163776699997,72.679455123699995
23261,GENERAL PHYSICIAN,BAJWA TRAUMA ACCIDENT CENTRE,SARGODHA,PUNJAB,32.080189822599998,72.680079858599996
23262,GENERAL PHYSICIAN,ITTEFAQ MEDICAL HALL,SARGODHA,PUNJAB,32.083706985399999,72.664292274299996
23263,GENERAL PHYSICIAN,BASHIR MEDICAL HALL,SARGODHA,PUNJAB,32.076916428099999,72.658797943200000
